# Atomic Line List version: 3.00b3   Constructed: 2021-05-04 10:19 GMT
# Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
# Radial velocity: 0 km/s
# Wavelength accuracy upper limit: 5%
# Element/Spectrum: H  I, He I-II, O I-IV, C I-IV, N I-V, Si I-IV, Mg I-IV, S I-IV (missing Ne I-IV, Ar I-IV)
# Minimum line strength: no restrictions
# Include lines without atomic data: true
# Minimum abundance: no minimum
# Lower level energy range: no restrictions   Unit: cm^-1
# Upper level energy range: no restrictions
# Maximum for principal quantum number n: 4 (+ no restrictions for H I, + some He n>4 at the bottom, + n5-12 with -log(gf) > 0 for the above elements)
# Transition types included: Nebular (E1,E2)
# Transitions from auto-ionizing levels: included
# Comment code: A-> activity, D -> diagnostic line (global), V -> vsini, Q -> affected by wind, Teff -> used for determination of Teff, RV_O/B/A -> good for RV determination

wl_air	   , dlamb  , spc   , tt, configuration                              , term               , J_i-J_k          , -lg(gf), tpf, level_energy(cm-1)     , ref    ,  name, comment
4921.931012, 1.6e-06, He I  , E1,                 1s.2p-1s.4d                ,       1Po-1D       ,      1 - 2       , -0.4418,  31,  171134.90 -  191446.46, 112    ,      , D Teff
4922.21    , 2.2e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[3]o    ,    5/2 - 5/2     ,        ,    ,  752931.70 -  773242.10, ASD    ,      ,
4924.110   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        4P-4Po      ,    3/2 - 5/2     , -0.3445,  22,  109831.59 -  130134.16, ASD    ,      ,
4924.5291  , 2.2e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4So-4P       ,    3/2 - 5/2     ,  0.0516,  15,  212161.88 -  232462.72, ASD    ,      ,
4925.10    , 1.5e-01, Si II , E1,        3s.3p.(3Po).4p-3s.3p.(3Po).4d       ,        4D-4Do      ,    7/2 - 5/2     , -0.7738,   3,  132162.29 -  152460.80, ASD    ,      ,
4925.343   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        4P-4Po      ,    1/2 - 3/2     , -0.2097,  22,  109560.69 -  129858.18, ASD    ,      ,
4925.46    , 2.2e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[3]o    ,    5/2 - 7/2     ,        ,    ,  752931.70 -  773228.70, ASD    ,      ,
4926.187   , 1.5e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[3]o-2D       ,    5/2 - 3/2     ,        ,    ,  255689.94 -  275983.95, ASD    ,      ,
4927.77    , 2.2e-01, N III , E1,           2p2.(3P).3d-2p2.(3P).3p          ,        4P-4So      ,    5/2 - 3/2     ,        ,    ,  409738.40 -  430025.90, ASD    ,      ,
4930.64    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[5/2]-3/2[3/2]o,      3 - 2       ,        ,    ,  561798.70 -  582074.40, ASD    ,      ,
4932.049   , 2.2e-02, C I   , E1,       2s2.2p.(2Po).3s-2s2.2p.(2Po).4p      ,       1Po-1S       ,      1 - 0       , -1.7368,   3,   61981.82 -   82251.71, ASD    ,      ,
4932.249   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[1]o    ,    5/2 - 3/2     ,        ,    ,  152094.64 -  172363.71, ASD    ,      ,
4933.826   , 1.5e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[2]o-2D       ,    3/2 - 5/2     ,        ,    ,  255812.73 -  276075.32, ASD    ,      ,
4934.007   , 1.5e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[2]o-2D       ,    5/2 - 5/2     ,        ,    ,  255813.47 -  276075.32, ASD    ,      ,
4935.1169  , 2.2e-03, N I   , E1,       2s2.2p2.(3P).3s-2s2.2p2.(3P).4p      ,        2P-2So      ,    3/2 - 1/2     , -1.9322,   3,   86220.51 -  106477.80, ASD    ,      ,
4938.19    , 2.2e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[3]o    ,    3/2 - 5/2     ,        ,    ,  752997.40 -  773242.10, ASD    ,      ,
4939.025   , 2.2e-02, S II  , E1,       3s2.3p2.(1D).3d-3s2.3p2.(3P<1>).4f   ,        2P-1[3]o    ,    3/2 - 5/2     ,        ,    ,  140016.77 -  160258.03, ASD    ,      ,
4941.0717  , 2.2e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       2Po-2D       ,    1/2 - 3/2     ,  0.0179,  15,  214169.92 -  234402.80, ASD    ,      ,
4941.3     , 2.2e+00, O IV  , E1,           2p2.(3P).3p-2p2.(3P).3d          ,       4So-4P       ,    3/2 - 5/2     , -0.3763,   3,  616881.00 -  637113.00, ASD    ,      ,
4942.      , 2.2e+01, N V   , E1,              1s.2s.3d-1s.2p.3s             ,        4D-4Po      ,    7/2 - 5/2     ,        ,    , 3861130.00 - 3881360.00, ASD    ,      ,
4942.473   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        4P-4Po      ,    1/2 - 1/2     , -1.0370,  22,  109560.69 -  129787.83, ASD    ,      ,
4943.0052  , 2.2e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       2Po-2D       ,    3/2 - 5/2     ,  0.3072,  15,  214229.67 -  234454.63, ASD    ,      ,
4943.248   , 2.2e-02, O II  , E1,       2s2.2p2.(3P).4d-2s2.2p2.(1D).4f.Do   ,        2D-D[2]o    ,    3/2 - 5/2     ,        ,    ,  255842.91 -  276066.88, ASD    ,      ,
4943.265   , 2.2e-02, O II  , E1,       2s2.2p2.(3P).4d-2s2.2p2.(1D).4f.Do   ,        2D-D[2]o    ,    3/2 - 3/2     ,        ,    ,  255842.91 -  276066.81, ASD    ,      ,
4947.77    , 2.2e-01, N III , E1,           2p2.(3P).3d-2p2.(3P).3p          ,        4P-4So      ,    3/2 - 3/2     ,        ,    ,  409820.40 -  430025.90, ASD    ,      ,
4953.857   , 2.2e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        2P-2Po      ,    1/2 - 1/2     , -0.7385,  24,  182023.86 -  202204.52, ASD    ,      ,
4955.66    , 2.2e-01, S IV  , E1,           3p2.(3P).3d-3s.3p.(3Po).4d       ,        4F-4Do      ,    7/2 - 5/2     , -1.0489,   3,  316182.90 -  336356.20, ASD    ,      ,
4955.7069  , 2.2e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       2Po-2D       ,    3/2 - 3/2     , -0.4968,  15,  214229.67 -  234402.80, ASD    ,      ,
4956.175   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[2]o-2D       ,    3/2 - 3/2     ,        ,    ,  255812.73 -  275983.95, ASD    ,      ,
4956.358   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[2]o-2D       ,    5/2 - 3/2     ,        ,    ,  255813.47 -  275983.95, ASD    ,      ,
4956.649   , 2.2e-02, O II  , E1,       2s2.2p2.(3P).4d-2s2.2p2.(1D).4f.Do   ,        2D-D[2]o    ,    5/2 - 5/2     ,        ,    ,  255897.59 -  276066.88, ASD    ,      ,
4956.667   , 2.2e-02, O II  , E1,       2s2.2p2.(3P).4d-2s2.2p2.(1D).4f.Do   ,        2D-D[2]o    ,    5/2 - 3/2     ,        ,    ,  255897.59 -  276066.81, ASD    ,      ,
4958.196   , 2.2e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[1]o-2D       ,    3/2 - 5/2     ,        ,    ,  255912.32 -  276075.32, ASD    ,      ,
4958.661   , 2.2e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        2P-2Po      ,    3/2 - 1/2     , -1.0352,  24,  182043.41 -  202204.52, ASD    ,      ,
4959.87    , 2.2e-01, N III , E1,           2p2.(3P).3d-2p2.(3P).3p          ,        4P-4So      ,    1/2 - 3/2     ,        ,    ,  409869.70 -  430025.90, ASD    ,      ,
4959.920   , 2.2e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        2P-2Po      ,    1/2 - 3/2     , -1.0491,  24,  182023.86 -  202179.85, ASD    ,      ,
4960.41    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[5/2]-3/2[7/2]o,      2 - 3       ,        ,    ,  562136.10 -  582290.10, ASD    ,      ,
4964.736   , 2.2e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        2P-2Po      ,    3/2 - 3/2     , -0.3304,  24,  182043.41 -  202179.85, ASD    ,      ,
4967.037   , 2.2e-02, S II  , E1,       3s2.3p2.(1D).3d-3s2.3p2.(1D<2>).4f   ,        2S-2[2]o    ,    1/2 - 3/2     ,        ,    ,  151651.72 -  171778.83, ASD    ,      ,
4970.50    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[3/2]-3/2[5/2]o,      1 - 2       ,        ,    ,  562634.20 -  582747.30, ASD    ,      ,
4976.871   , 2.2e-02, S II  , E1,       3s2.3p2.(1D).3d-3s2.3p2.(3P<0>).4f   ,        2P-0[3]o    ,    3/2 - 5/2     ,        ,    ,  140016.77 -  160104.11, ASD    ,      ,
4980.35    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<1/2>).4p-2s2.2p5.(2Po<1/2>).4d,  1/2[3/2]-1/2[3/2]o,      2 - 2       ,        ,    ,  564664.60 -  584737.90, ASD    ,      ,
4980.767   , 2.2e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[1]o-2D       ,    3/2 - 3/2     ,        ,    ,  255912.32 -  275983.95, ASD    ,      ,
4980.779   , 2.2e-02, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1S).3d      ,     D[1]o-2D       ,    1/2 - 3/2     ,        ,    ,  255912.37 -  275983.95, ASD    ,      ,
4981.47    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<1/2>).4p-2s2.2p5.(2Po<1/2>).4d,  1/2[3/2]-1/2[5/2]o,      2 - 3       ,        ,    ,  564664.60 -  584733.40, ASD    ,      ,
4987.376   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3S-3Po      ,      1 - 0       , -0.5843,  12,  168892.01 -  188937.04, 030    ,      ,
4988.942   , 2.2e-02, O II  , E1,       2s2.2p2.(3P).4d-2s2.2p2.(1D).4f.Fo   ,        2D-F[3]o    ,    3/2 - 5/2     ,        ,    ,  255842.91 -  275881.65, ASD    ,      ,
4991.24    , 7.1e-02, N II  , E1,        2s.2p2.(4P).3s-2s.2p2.(4P).3p       ,        5P-5Po      ,      1 - 2       , -0.1796,   3,  205596.47 -  225625.97, 030    ,      ,
4991.969   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        4P-4Po      ,    3/2 - 3/2     , -0.3991,  22,  109831.59 -  129858.18, ASD    ,      ,
4992.14    , 2.2e-01, S IV  , E1,           3p2.(3P).3d-3s.3p.(3Po).4d       ,        4F-4Do      ,    9/2 - 7/2     , -0.8883,   3,  316510.90 -  336536.80, ASD    ,      ,
4993.500   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4p-3s.3p4               ,       2So-2P       ,    1/2 - 3/2     , -0.1640,  22,  125485.29 -  145505.74, ASD    ,      ,
4994.36    , 7.1e-02, N II  , E1,        2s.2p2.(4P).3s-2s.2p2.(4P).3p       ,        5P-5Po      ,      2 - 3       , -0.1641,   3,  205652.72 -  225669.72, 030    ,      ,
4994.370   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3S-3Po      ,      1 - 1       , -0.0978,  12,  168892.01 -  188908.97, 030    ,      ,
4994.46    , 2.2e-01, S IV  , E1,        3s.3p.(1Po).3d-3s.3p.(3Po).4p       ,       2Do-2D       ,    3/2 - 3/2     , -1.8023,  R3,  281093.20 -  301109.80, ASD    ,      ,
4995.18    , 2.2e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[4]o    ,    5/2 - 7/2     ,        ,    ,  752931.70 -  772945.40, ASD    ,      ,
4997.03    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<1/2>).4p-2s2.2p5.(2Po<1/2>).4d,  1/2[1/2]-1/2[3/2]o,      1 - 2       ,        ,    ,  564731.60 -  584737.90, ASD    ,      ,
4997.22    , 7.1e-02, N II  , E1,        2s.2p2.(4P).3s-2s.2p2.(4P).3p       ,        5P-5Po      ,      1 - 1       , -0.6572,   3,  205596.47 -  225602.00, 030    ,      ,
5000.677   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[2]o-2D       ,    3/2 - 5/2     ,        ,    ,  256083.60 -  276075.32, ASD    ,      ,
5001.134   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Fo      ,      1 - 2       ,  0.2575,  12,  166521.49 -  186511.38, 030    ,      ,
5001.474   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Fo      ,      2 - 3       ,  0.4348,  12,  166582.25 -  186570.78, 030    ,      ,
5001.713   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[2]o-2D       ,    5/2 - 5/2     ,        ,    ,  256087.75 -  276075.32, ASD    ,      ,
5001.98    , 2.2e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    1/2 - 1/2     , -1.3020,   3,  336255.30 -  356241.80, ASD    ,      ,
5002.593   , 2.2e-02, O II  , E1,       2s2.2p2.(3P).4d-2s2.2p2.(1D).4f.Fo   ,        2D-F[3]o    ,    5/2 - 5/2     ,        ,    ,  255897.59 -  275881.65, ASD    ,      ,
5002.593   , 2.2e-02, O II  , E1,       2s2.2p2.(3P).4d-2s2.2p2.(1D).4f.Fo   ,        2D-F[3]o    ,    5/2 - 7/2     ,        ,    ,  255897.59 -  275881.65, ASD    ,      ,
5002.703   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3s-2s2.2p.(2Po).3p      ,       3Po-3S       ,      0 - 1       , -1.0277,  12,  148908.39 -  168892.01, 030    ,      ,
5005.150   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Fo      ,      3 - 4       ,  0.5868,  12,  166678.44 -  186652.29, 030    ,      ,
5005.30    , 7.1e-02, N II  , E1,        2s.2p2.(4P).3s-2s.2p2.(4P).3p       ,        5P-5Po      ,      2 - 2       , -0.9132,   3,  205652.72 -  225625.97, 030    ,      ,
5007.328   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3S-3Po      ,      1 - 2       ,  0.1454,  12,  168892.01 -  188857.17, 030    ,      ,
5007.64    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<1/2>).4p-2s2.2p5.(2Po<1/2>).4d,  1/2[3/2]-1/2[5/2]o,      2 - 2       ,        ,    ,  564664.60 -  584628.50, ASD    ,      ,
5009.567   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        4P-4Po      ,    3/2 - 1/2     , -0.2361,  22,  109831.59 -  129787.83, ASD    ,      ,
5010.609   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[3]o-2D       ,    7/2 - 5/2     ,        ,    ,  256123.23 -  276075.32, ASD    ,      ,
5010.621   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3s-2s2.2p.(2Po).3p      ,       3Po-3S       ,      1 - 1       , -0.6250,  12,  148939.97 -  168892.01, 030    ,      ,
5011.250   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[3]o-2D       ,    5/2 - 5/2     ,        ,    ,  256125.79 -  276075.32, ASD    ,      ,
5011.31    , 7.1e-02, N II  , E1,        2s.2p2.(4P).3s-2s.2p2.(4P).3p       ,        5P-5Po      ,      2 - 1       , -0.1813,   3,  205652.72 -  225602.00, 030    ,      ,
5011.626   , 2.2e-02, S II  , E1,       3s2.3p2.(1S).4s-3s2.3p2.(1S).4p      ,        2S-2Po      ,    1/2 - 3/2     ,  0.0745,   3,  136328.79 -  156276.83, ASD    ,      ,
5012.04    , 7.1e-02, N II  , E1,        2s.2p2.(4P).3s-2s.2p2.(4P).3p       ,        5P-5Po      ,      3 - 3       ,  0.1354,   3,  205723.31 -  225669.72, 030    ,      ,
5012.44    , 2.2e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    3/2 - 1/2     , -1.3029,   3,  336297.00 -  356241.80, ASD    ,      ,
5014.042   , 2.2e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        2P-2Po      ,    3/2 - 3/2     ,  0.0455,  22,  113461.54 -  133399.97, ASD    ,      ,
5014.07    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[5/2]-3/2[3/2]o,      2 - 2       ,        ,    ,  562136.10 -  582074.40, ASD    ,      ,
5015.339   , 2.2e-02, O II  , E1,                2s.2p4-2s2.2p2.(1D).3p      ,        2P-2Po      ,    3/2 - 3/2     , -2.6720,  15,  212593.82 -  232527.09, ASD    ,      ,
5015.36    , 2.2e-01, N III , E1,        2s.2p.(1Po).3s-2s.2p.(1Po).3p       ,       2Po-2D       ,    3/2 - 5/2     ,        ,    ,  353442.50 -  373375.70, ASD    ,      ,
5015.626   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[4]o-2D       ,    7/2 - 5/2     ,        ,    ,  256143.19 -  276075.32, ASD    ,      ,
5015.677980, 2.1e-06, He I  , E1,                 1s.2s-1s.3p                ,        1S-1Po      ,      0 - 1       , -0.8190,  31,  166277.44 -  186209.36, 112    ,      ,
5016.14    , 2.2e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[2]o    ,    5/2 - 5/2     ,        ,    ,  752931.70 -  772861.80, ASD    ,      ,
5016.381   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Fo      ,      2 - 2       , -0.5236,  12,  166582.25 -  186511.38, 030    ,      ,
5018.39    , 1.6e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[3]o-2P       ,    5/2 - 3/2     ,        ,    ,  255689.94 -  275611.1 , ASD    ,      ,
5019.29    , 2.2e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[2]o    ,    5/2 - 3/2     ,        ,    ,  752931.70 -  772849.30, ASD    ,      ,
5019.46    , 2.2e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    1/2 - 3/2     , -1.3035,   3,  336255.30 -  356172.20, ASD    ,      ,
5022.074   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).4p-2s.2p2.(4P).3p       ,        3P-3So      ,      0 - 1       , -1.9050,   3,  203162.28 -  223068.82, 030    ,      ,
5022.34    , 2.2e-01, N III , E1,        2s.2p.(1Po).3s-2s.2p.(1Po).3p       ,       2Po-2D       ,    1/2 - 3/2     ,        ,    ,  353440.60 -  373346.10, ASD    ,      ,
5022.82    , 2.2e-01, N III , E1,        2s.2p.(1Po).3s-2s.2p.(1Po).3p       ,       2Po-2D       ,    3/2 - 3/2     ,        ,    ,  353442.50 -  373346.10, ASD    ,      ,
5023.05    , 7.1e-02, N II  , E1,        2s.2p2.(4P).3s-2s.2p2.(4P).3p       ,        5P-5Po      ,      3 - 2       , -0.1666,   3,  205723.31 -  225625.97, 030    ,      ,
5023.637   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[2]o-2D       ,    3/2 - 3/2     ,        ,    ,  256083.60 -  275983.95, ASD    ,      ,
5023.67    , 2.2e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[3/2]-3/2[5/2]o,      2 - 3       ,        ,    ,  562939.50 -  582839.70, ASD    ,      ,
5024.683   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[2]o-2D       ,    5/2 - 3/2     ,        ,    ,  256087.75 -  275983.95, ASD    ,      ,
5025.659   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Fo      ,      3 - 3       , -0.5577,  12,  166678.44 -  186570.78, 030    ,      ,
5027.105   , 2.3e-02, O II  , E1,                2s.2p4-2s2.2p2.(1D).3p      ,        2P-2Po      ,    3/2 - 1/2     , -3.5534,  15,  212593.82 -  232480.44, ASD    ,      ,
5027.203   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).3d-3s2.3p2.(3P).4p      ,        2P-2So      ,    3/2 - 1/2     , -0.6638,  22,  105599.06 -  125485.29, ASD    ,      ,
5028.781   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).4p-2s.2p2.(4P).3p       ,        3P-3So      ,      1 - 1       , -1.4285,   3,  203188.83 -  223068.82, 030    ,      ,
5029.18    , 2.3e-01, S IV  , E1,        3s.3p.(1Po).3d-3s.3p.(3Po).4p       ,       2Do-2D       ,    5/2 - 3/2     , -2.7595,  R3,  281231.40 -  301109.80, ASD    ,      ,
5029.99    , 2.3e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    3/2 - 3/2     , -1.1003,   3,  336297.00 -  356172.20, ASD    ,      ,
5030.96    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    1/2 - 1/2     , -1.8390,   3,  368514.40 -  388385.80, ASD    ,      ,
5032.128   , 2.3e-02, C II  , E1,                   2p3-2s.2p.(3Po).3p       ,       2Po-2D       ,    3/2 - 5/2     , -0.1317,  24,  168748.30 -  188615.07, ASD    ,      ,
5032.434   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        4P-4Po      ,    5/2 - 5/2     ,  0.1876,  22,  110268.60 -  130134.16, ASD    ,      ,
5032.73    , 2.3e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[2]o    ,    3/2 - 5/2     ,        ,    ,  752997.40 -  772861.80, ASD    ,      ,
5034.308   , 1.6e-02, O II  , E1,    2s2.2p2.(3P).4f.Fo-2s2.2p2.(1S).3d      ,     F[3]o-2D       ,    5/2 - 3/2     ,        ,    ,  256125.79 -  275983.95, ASD    ,      ,
5035.90    , 2.3e-01, Mg IV , E1,       2s2.2p4.(1S).3d-2s2.2p4.(3P<1>).4f   ,        2D-1[2]o    ,    3/2 - 3/2     ,        ,    ,  752997.40 -  772849.30, ASD    ,      ,
5035.943   , 2.3e-02, C II  , E1,                   2p3-2s.2p.(3Po).3p       ,       2Po-2D       ,    1/2 - 3/2     , -0.3799,  24,  168729.53 -  188581.25, ASD    ,      ,
5038.31    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    1/2 - 3/2     , -1.8396,   3,  368514.40 -  388356.80, ASD    ,      ,
5039.362   , 2.3e-02, S II  , E1,       3s2.3p2.(1S).4s-3s2.3p2.(1S).4p      ,        2S-2Po      ,    1/2 - 1/2     , -0.2290,   3,  136328.79 -  156167.04, ASD    ,      ,
5039.639   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    3/2 - 5/2     , -1.4156,  24,  196563.41 -  216400.57, ASD    ,      ,
5040.709   , 2.3e-02, C II  , E1,                   2p3-2s.2p.(3Po).3p       ,       2Po-2D       ,    3/2 - 3/2     , -1.0765,  24,  168748.30 -  188581.25, ASD    ,      ,
5040.711   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Fo      ,      3 - 2       , -2.1574,  12,  166678.44 -  186511.38, 030    ,      ,
5041.024   , 2.3e-02, Si II , E1,                3s2.4p-3s2.4d               ,       2Po-2D       ,    1/2 - 3/2     ,  0.2543,   3,   81191.34 -  101023.05, ASD    ,      ,
5041.776   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    5/2 - 5/2     , -0.2865,  24,  196571.82 -  216400.57, ASD    ,      ,
5043.565   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    1/2 - 3/2     , -1.4941,  24,  196557.87 -  216379.59, ASD    ,      ,
5044.221   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[2]o    ,    3/2 - 3/2     ,        ,    ,  151959.69 -  171778.83, ASD    ,      ,
5044.221   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[2]o    ,    3/2 - 5/2     ,        ,    ,  151959.69 -  171778.83, ASD    ,      ,
5044.356   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    7/2 - 5/2     ,  0.4837,  24,  196581.96 -  216400.57, ASD    ,      ,
5044.975   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    3/2 - 3/2     , -0.3880,  24,  196563.41 -  216379.59, ASD    ,      ,
5045.02    , 2.3e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    5/2 - 3/2     , -1.1595,   3,  336356.20 -  356172.20, ASD    ,      ,
5045.099   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3s-2s2.2p.(2Po).3p      ,       3Po-3S       ,      2 - 1       , -0.4134,  12,  149076.32 -  168892.01, 030    ,      ,
5046.538   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).4p-2s.2p2.(4P).3p       ,        3P-3So      ,      2 - 1       , -1.2082,   3,  203258.78 -  223068.82, 030    ,      ,
5047.11    , 2.3e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[3/2]-3/2[5/2]o,      2 - 2       ,        ,    ,  562939.50 -  582747.30, ASD    ,      ,
5047.117   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    5/2 - 3/2     ,  0.0802,  24,  196571.82 -  216379.59, ASD    ,      ,
