# Atomic Line List version: 3.00b3   Constructed: 2021-05-04 10:19 GMT
# Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
# Radial velocity: 0 km/s
# Wavelength accuracy upper limit: 5%
# Element/Spectrum: H  I, He I-II, O I-IV, C I-IV, N I-V, Si I-IV, Mg I-IV, S I-IV (missing Ne I-IV, Ar I-IV)
# Minimum line strength: no restrictions
# Include lines without atomic data: true
# Minimum abundance: no minimum
# Lower level energy range: no restrictions   Unit: cm^-1
# Upper level energy range: no restrictions
# Maximum for principal quantum number n: 4 (+ no restrictions for H I, + some He n>4 at the bottom, + n5-12 with -log(gf) > 0 for the above elements)
# Transition types included: Nebular (E1,E2)
# Transitions from auto-ionizing levels: included
# Comment code: A-> activity, D -> diagnostic line (global), V -> vsini, Q -> affected by wind, Teff -> used for determination of Teff, RV_O/B/A -> good for RV determination

wl_air	   , dlamb  , spc   , tt, configuration                              , term               , J_i-J_k          , -lg(gf), tpf, level_energy(cm-1)     , ref    ,  name, comment
5047.19    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    3/2 - 1/2     , -2.5393,   3,  368578.30 -  388385.80, ASD    ,      ,
5047.277   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        2P-2Po      ,    3/2 - 1/2     , -0.6243,  22,  113461.54 -  133268.68, ASD    ,      ,
5047.738543, 5.4e-06, He I  , E1,                 1s.2p-1s.4s                ,       1Po-1S       ,      1 - 0       , -1.5871,  31,  171134.90 -  190940.23, 112    ,      ,
5047.830   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    1/2 - 1/2     , -0.7924,  24,  196557.87 -  216362.84, ASD    ,      ,
5049.243   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       4Do-4P       ,    3/2 - 1/2     , -0.4932,  24,  196563.41 -  216362.84, ASD    ,      ,
5049.51    , 1.6e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[2]o-2P       ,    3/2 - 3/2     ,        ,    ,  255812.73 -  275611.1 , ASD    ,      ,
5049.70    , 1.6e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[2]o-2P       ,    5/2 - 3/2     ,        ,    ,  255813.47 -  275611.1 , ASD    ,      ,
5049.870   , 2.3e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Po-3P       ,      1 - 0       , -1.4930,   3,  380717.92 -  400514.89, 039    ,      ,
5052.167   , 2.3e-02, C I   , E1,       2s2.2p.(2Po).3s-2s2.2p.(2Po).4p      ,       1Po-1D       ,      1 - 2       , -1.4816,   3,   61981.82 -   81769.79, ASD    ,      ,
5054.59    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    3/2 - 3/2     , -1.7338,   3,  368578.30 -  388356.80, ASD    ,      ,
5055.984   , 2.3e-02, Si II , E1,                3s2.4p-3s2.4d               ,       2Po-2D       ,    3/2 - 5/2     ,  0.5083,   3,   81251.32 -  101024.35, ASD    ,      ,
5056.317   , 2.3e-02, Si II , E1,                3s2.4p-3s2.4d               ,       2Po-2D       ,    3/2 - 3/2     , -0.4460,   3,   81251.32 -  101023.05, ASD    ,      ,
5058.079   , 2.3e-02, O II  , E1,                2s.2p4-2s2.2p2.(1D).3p      ,        2P-2Po      ,    1/2 - 3/2     , -3.5347,  15,  212762.25 -  232527.09, ASD    ,      ,
5060.732   , 2.3e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Po-3P       ,      2 - 1       , -1.3970,   3,  380706.51 -  400460.99, 039    ,      ,
5063.657   , 2.3e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Po-3P       ,      1 - 1       , -1.6191,   3,  380717.92 -  400460.99, 039    ,      ,
5063.905   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).4d-2p4                  ,       1Do-1D       ,      2 - 2       , -3.6615,   3,  209925.56 -  229667.66, 030    ,      ,
5066.187   , 2.3e-02, S II  , E1,       3s2.3p2.(1D).4d-3s2.3p2.(1S<0>).4f   ,        2D-0[3]o    ,    3/2 - 5/2     ,        ,    ,  167472.42 -  187205.6 , ASD    ,      ,
5066.75    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    3/2 - 5/2     , -1.4406,   3,  368578.30 -  388309.30, ASD    ,      ,
5068.555   , 2.3e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Po-3P       ,      0 - 1       , -1.4946,   3,  380737.00 -  400460.99, 039    ,      ,
5069.1     , 1.6e+00, O I   , E1,      2s2.2p3.(2Do).3p-2s2.2p3.(2Po).4s     ,        1D-1Po      ,      2 - 1       ,        ,    ,  116631.09 -  136353.00, ASD    ,      ,
5070.046   , 2.3e-02, O II  , E1,                2s.2p4-2s2.2p2.(1D).3p      ,        2P-2Po      ,    1/2 - 1/2     , -3.1138,  15,  212762.25 -  232480.44, ASD    ,      ,
5074.923   , 2.3e-02, S II  , E1,       3s2.3p2.(1D).4d-3s2.3p2.(1S<0>).4f   ,        2D-0[3]o    ,    5/2 - 5/2     ,        ,    ,  167506.39 -  187205.6 , ASD    ,      ,
5074.923   , 2.3e-02, S II  , E1,       3s2.3p2.(1D).4d-3s2.3p2.(1S<0>).4f   ,        2D-0[3]o    ,    5/2 - 7/2     ,        ,    ,  167506.39 -  187205.6 , ASD    ,      ,
5075.04    , 1.6e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[1]o-2P       ,    3/2 - 3/2     ,        ,    ,  255912.32 -  275611.1 , ASD    ,      ,
5075.05    , 1.6e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[1]o-2P       ,    1/2 - 3/2     ,        ,    ,  255912.37 -  275611.1 , ASD    ,      ,
5078.803   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[2]o    ,    5/2 - 3/2     ,        ,    ,  152094.64 -  171778.83, ASD    ,      ,
5078.803   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[2]o    ,    5/2 - 5/2     ,        ,    ,  152094.64 -  171778.83, ASD    ,      ,
5084.92    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    5/2 - 3/2     , -2.7644,   3,  368696.30 -  388356.80, ASD    ,      ,
5088.83    , 2.3e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    3/2 - 5/2     , -1.1633,   3,  336297.00 -  355942.40, ASD    ,      ,
5088.922   , 2.3e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Po-3P       ,      2 - 2       , -0.9223,   3,  380706.51 -  400351.56, 039    ,      ,
5091.079   , 2.3e-02, C II  , E1,                2s2.4f-2s.2p.(3Po).3p       ,       2Fo-2D       ,    5/2 - 5/2     , -3.8362,  24,  168978.34 -  188615.07, ASD    ,      ,
5091.190   , 2.3e-02, C II  , E1,                2s2.4f-2s.2p.(3Po).3p       ,       2Fo-2D       ,    7/2 - 5/2     , -2.5352,  24,  168978.77 -  188615.07, ASD    ,      ,
5091.880   , 2.3e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Po-3P       ,      1 - 2       , -1.3997,   3,  380717.92 -  400351.56, 039    ,      ,
5097.24    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    5/2 - 5/2     , -1.8112,   3,  368696.30 -  388309.30, ASD    ,      ,
5099.862   , 2.3e-02, C II  , E1,                2s2.4f-2s.2p.(3Po).3p       ,       2Fo-2D       ,    5/2 - 3/2     , -2.7168,  24,  168978.34 -  188581.25, ASD    ,      ,
5103.332   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4s-3s2.3p2.(3P).4p      ,        4P-4Po      ,    5/2 - 3/2     , -0.4553,  22,  110268.60 -  129858.18, ASD    ,      ,
5104.21    , 2.3e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    5/2 - 5/2     , -0.7720,   3,  336356.20 -  355942.40, ASD    ,      ,
5104.445   , 1.8e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4s      ,        1S-1Po      ,      0 - 1       , -0.9993,   3,  178273.18 -  197858.49, 030    ,      ,
5106.74    , 2.3e-01, N III , E1,        2s.2p.(3Po).4s-2s.2p.(3Po).4f       ,       4Po-4D       ,    5/2 - 7/2     , -1.1642,   3,  368696.30 -  388272.80, ASD    ,      ,
5107.809   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       2Po-2D       ,    3/2 - 3/2     , -0.4729,  24,  202179.85 -  221752.26, ASD    ,      ,
5110.303   , 2.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(1S).3p      ,        2P-2Po      ,    3/2 - 3/2     , -1.9461,   3,  233430.53 -  252993.39, ASD    ,      ,
5111.913   , 2.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(1S).3p      ,        2P-2Po      ,    3/2 - 1/2     , -2.6452,   3,  233430.53 -  252987.23, ASD    ,      ,
5112.18    , 1.7e-01, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(2D).3s       ,       3Do-3D       ,      1 - 2       , -2.7630,   3,  374571.64 -  394127.30, 039    ,      ,
5113.646   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       2Po-2D       ,    3/2 - 5/2     ,  0.4436,  24,  202179.85 -  221729.92, ASD    ,      ,
5114.256   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       2Po-2D       ,    1/2 - 3/2     ,  0.2210,  24,  202204.52 -  221752.26, ASD    ,      ,
5117.75    , 1.7e-01, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(2D).3s       ,       3Do-3D       ,      2 - 3       , -2.7477,   3,  374663.52 -  394197.90, 039    ,      ,
5120.076   , 2.3e-02, C II  , E1,                2s2.4p-2s.2p.(3Po).3p       ,       2Po-2P       ,    1/2 - 3/2     , -1.8754,  24,  162517.89 -  182043.41, ASD    ,      ,
5121.828   , 2.3e-02, C II  , E1,                2s2.4p-2s.2p.(3Po).3p       ,       2Po-2P       ,    3/2 - 3/2     , -1.1955,  24,  162524.57 -  182043.41, ASD    ,      ,
5122.345   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[5]o    ,    7/2 - 9/2     ,        ,    ,  152305.00 -  171821.87, ASD    ,      ,
5124.74    , 1.7e-01, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(2D).3s       ,       3Do-3D       ,      1 - 1       , -2.2869,   3,  374571.64 -  394079.40, 039    ,      ,
5125.208   , 2.3e-02, C II  , E1,                2s2.4p-2s.2p.(3Po).3p       ,       2Po-2P       ,    1/2 - 1/2     , -1.5849,  24,  162517.89 -  182023.86, ASD    ,      ,
5126.963   , 2.3e-02, C II  , E1,                2s2.4p-2s.2p.(3Po).3p       ,       2Po-2P       ,    3/2 - 1/2     , -1.8990,  24,  162524.57 -  182023.86, ASD    ,      ,
5132.947   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4P       ,    1/2 - 3/2     , -0.2329,  24,  166967.13 -  186443.69, ASD    ,      ,
5133.282   , 2.3e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4P       ,    3/2 - 5/2     , -0.1936,  24,  166990.73 -  186466.02, ASD    ,      ,
5133.666   , 2.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[2]o    ,    7/2 - 5/2     ,        ,    ,  152305.00 -  171778.83, ASD    ,      ,
5133.98    , 1.7e-01, O I   , E1,      2s2.2p3.(4So).4f-2s2.2p3.(2Do).4s     ,        3F-3Do      ,      2 - 1       ,        ,    ,  102968.34 -  122441.00, ASD    ,      ,
5136.03    , 1.7e-01, O I   , E1,      2s2.2p3.(4So).4f-2s2.2p3.(2Do).4s     ,        3F-3Do      ,      2 - 2       ,        ,    ,  102968.34 -  122433.20, ASD    ,      ,
5136.03    , 1.7e-01, O I   , E1,      2s2.2p3.(4So).4f-2s2.2p3.(2Do).4s     ,        3F-3Do      ,      3 - 2       ,        ,    ,  102968.34 -  122433.20, ASD    ,      ,
5136.32    , 1.7e-01, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(2D).3s       ,       3Do-3D       ,      2 - 2       , -2.0995,   3,  374663.52 -  394127.30, 039    ,      ,
5137.257   , 2.4e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4P       ,    1/2 - 1/2     , -0.9253,  24,  166967.13 -  186427.35, ASD    ,      ,
5139.174   , 2.4e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4P       ,    3/2 - 3/2     , -0.7319,  24,  166990.73 -  186443.69, ASD    ,      ,
5139.60    , 1.7e-01, O I   , E1,      2s2.2p3.(4So).4f-2s2.2p3.(2Do).4s     ,        3F-3Do      ,      2 - 3       ,        ,    ,  102968.34 -  122419.70, ASD    ,      ,
5139.60    , 1.7e-01, O I   , E1,      2s2.2p3.(4So).4f-2s2.2p3.(2Do).4s     ,        3F-3Do      ,      3 - 3       ,        ,    ,  102968.34 -  122419.70, ASD    ,      ,
5139.60    , 1.7e-01, O I   , E1,      2s2.2p3.(4So).4f-2s2.2p3.(2Do).4s     ,        3F-3Do      ,      4 - 3       ,        ,    ,  102968.34 -  122419.70, ASD    ,      ,
5140.273   , 2.4e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(1S).3p      ,        2P-2Po      ,    1/2 - 3/2     , -2.6476,   3,  233544.59 -  252993.39, ASD    ,      ,
5141.902   , 2.4e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(1S).3p      ,        2P-2Po      ,    1/2 - 1/2     , -2.3467,   3,  233544.59 -  252987.23, ASD    ,      ,
5142.322   , 2.4e-02, S II  , E1,       3s2.3p2.(3P).3d-3s2.3p2.(3P).4p      ,        2P-2So      ,    1/2 - 1/2     , -1.0012,  22,  106044.24 -  125485.29, ASD    ,      ,
5142.55    , 2.4e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[3/2]-3/2[3/2]o,      1 - 2       ,        ,    ,  562634.20 -  582074.40, ASD    ,      ,
5143.4     , 2.4e+00, O IV  , E1,        2s.2p.(1Po).3p-2s.2p.(3Po).4s       ,        2S-2Po      ,    1/2 - 3/2     , -0.7093,   3,  554464.00 -  573901.00, ASD    ,      ,
5143.495   , 2.4e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4P       ,    3/2 - 1/2     , -0.2224,  24,  166990.73 -  186427.35, ASD    ,      ,
5145.165   , 2.4e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4P       ,    5/2 - 5/2     ,  0.1798,  24,  167035.71 -  186466.02, ASD    ,      ,
5148.99    , 1.7e-01, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(2D).3s       ,       3Do-3D       ,      2 - 1       , -2.7661,   3,  374663.52 -  394079.40, 039    ,      ,
5151.085   , 2.4e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4P       ,    5/2 - 3/2     , -0.1769,  24,  167035.71 -  186443.69, ASD    ,      ,
5151.72    , 2.4e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    7/2 - 5/2     , -1.2568,   3,  336536.80 -  355942.40, ASD    ,      ,
5152.47    , 1.7e-01, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(2D).3s       ,       3Do-3D       ,      3 - 3       , -1.8475,   3,  374795.14 -  394197.90, 039    ,      ,
5159.941   , 1.7e-02, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       2Po-2P       ,    1/2 - 1/2     , -0.4921,  15,  214169.92 -  233544.59, ASD    ,      ,
5167.3213  , 2.4e-03, Mg I  , E1,                 3s.3p-3s.4s                ,       3Po-3S       ,      0 - 1       , -0.8683,  17,   21850.40 -   41197.40, ASD    ,      ,
5168.05    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      1 - 2       , -0.2136,   3,  225602.00 -  244946.27, 030    ,      ,
5169.6289  , 2.4e-03, N I   , E1,                2s.2p4-2s2.2p2.(3P).4p      ,        4P-4So      ,    5/2 - 3/2     , -2.1154,   3,   88107.26 -  107445.62, ASD    ,      ,
5170.16    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      1 - 1       , -0.1046,   3,  225602.00 -  244938.39, 030    ,      ,
5171.27    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      1 - 0       , -0.4569,   3,  225602.00 -  244934.24, 030    ,      ,
5171.29    , 1.7e-01, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(2D).3s       ,       3Do-3D       ,      3 - 2       , -2.7522,   3,  374795.14 -  394127.30, 039    ,      ,
5171.47    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      2 - 3       ,  0.2121,   3,  225625.97 -  244957.45, 030    ,      ,
5172.34    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      1 - 2       ,  0.0814,   3,  223657.05 -  242985.26, 030    ,      ,
5172.6844  , 2.4e-03, Mg I  , E1,                 3s.3p-3s.4s                ,       3Po-3S       ,      1 - 1       , -0.3911,  17,   21870.46 -   41197.40, ASD    ,      ,
5172.97    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      0 - 1       , -0.2197,   3,  223641.80 -  242967.66, 030    ,      ,
5173.39    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      2 - 3       ,  0.3154,   3,  223686.95 -  243011.27, 030    ,      ,
5174.46    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      2 - 2       ,  0.0077,   3,  225625.97 -  244946.27, 030    ,      ,
5175.89    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      3 - 4       ,  0.5090,   3,  223730.09 -  243045.06, 030    ,      ,
5175.903   , 1.7e-02, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       2Po-2P       ,    3/2 - 1/2     , -0.8033,  15,  214229.67 -  233544.59, ASD    ,      ,
5176.57    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      2 - 1       , -0.5823,   3,  225625.97 -  244938.39, 030    ,      ,
5177.06    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      1 - 1       , -0.2200,   3,  223657.05 -  242967.66, 030    ,      ,
5177.41    , 2.4e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Do-4D       ,    5/2 - 7/2     , -1.2589,   3,  336356.20 -  355665.50, ASD    ,      ,
5179.34    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      3 - 4       ,  0.4967,   3,  225669.72 -  244971.81, 030    ,      ,
5179.52    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      4 - 5       ,  0.6750,   3,  223784.01 -  243085.44, 030    ,      ,
5180.36    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      2 - 2       , -0.0654,   3,  223686.95 -  242985.26, 030    ,      ,
5181.3940  , 2.4e-03, N I   , E1,                2s.2p4-2s2.2p2.(3P).4p      ,        4P-4So      ,    3/2 - 3/2     , -2.2924,   3,   88151.17 -  107445.62, ASD    ,      ,
5181.89    , 2.4e-01, Si II , E1,        3s.3p.(3Po).4p-3s.3p.(3Po).4d       ,        4D-4Fo      ,    1/2 - 3/2     ,  0.2573,   3,  131784.90 -  151077.50, ASD    ,      ,
5183.20    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      3 - 3       , -0.0899,   3,  225669.72 -  244957.45, 030    ,      ,
5183.6043  , 2.4e-03, Mg I  , E1,                 3s.3p-3s.4s                ,       3Po-3S       ,      2 - 1       , -0.1686,  17,   21911.18 -   41197.40, ASD    ,      ,
5184.96    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      3 - 3       , -0.0446,   3,  223730.09 -  243011.27, 030    ,      ,
5185.09    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      2 - 1       , -1.0658,   3,  223686.95 -  242967.66, 030    ,      ,
5185.23    , 1.7e-01, Si II , E1,        3s.3p.(3Po).4p-3s.3p.(3Po).4d       ,        4D-4Fo      ,    3/2 - 5/2     ,  0.4611,   3,  131861.93 -  151142.10, ASD    ,      ,
5186.21    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Po-5D       ,      3 - 2       , -0.9353,   3,  225669.72 -  244946.27, 030    ,      ,
5186.6090  , 2.4e-03, N I   , E1,                2s.2p4-2s2.2p2.(3P).4p      ,        4P-4So      ,    1/2 - 3/2     , -2.5939,   3,   88170.57 -  107445.62, ASD    ,      ,
5189.089   , 2.4e-02, S II  , E1,       3s2.3p2.(1D).4p-3s2.3p2.(3P).4d      ,       2Fo-2D       ,    5/2 - 3/2     , -1.8496,   3,  140230.10 -  159495.94, ASD    ,      ,
5189.927   , 2.4e-02, S II  , E1,       3s2.3p2.(1D).4p-3s2.3p2.(3P).4d      ,       2Fo-2D       ,    5/2 - 5/2     , -2.9958,   3,  140230.10 -  159492.83, ASD    ,      ,
5190.38    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      4 - 4       , -0.1912,   3,  223784.01 -  243045.06, 030    ,      ,
5190.498   , 1.7e-02, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       2Po-2P       ,    1/2 - 3/2     , -0.6286,  15,  214169.92 -  233430.53, ASD    ,      ,
5191.96    , 7.6e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      3 - 2       , -1.0664,   3,  223730.09 -  242985.26, 030    ,      ,
5192.86    , 1.7e-01, Si II , E1,        3s.3p.(3Po).4p-3s.3p.(3Po).4d       ,        4D-4Fo      ,    5/2 - 7/2     ,  0.6453,   3,  131988.05 -  151239.90, ASD    ,      ,
5196.      , 2.4e+01, N V   , E1,              1s.2p.3p-1s.2p.3d             ,        4P-4Po      ,    5/2 - 5/2     ,        ,    , 3908120.00 - 3927360.00, ASD    ,      ,
5196.58    , 1.7e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[3]o-2D       ,    5/2 - 5/2     ,        ,    ,  255689.94 -  274928.00, ASD    ,      ,
5196.96    , 1.7e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[3]o-2D       ,    7/2 - 5/2     ,        ,    ,  255691.35 -  274928.00, ASD    ,      ,
5197.236   , 2.4e-02, Si III, E1,                 3p.4s-3p.4p                ,       1Po-1D       ,      1 - 2       , -0.3003, uU3,  228699.75 -  247935.39, ASD    ,      ,
5198.2     , 2.4e+00, O IV  , E1,        2s.2p.(1Po).3p-2s.2p.(3Po).4s       ,        2S-2Po      ,    1/2 - 1/2     , -1.0149,   3,  554464.00 -  573696.00, ASD    ,      ,
5198.952   , 2.4e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[3]o    ,    3/2 - 5/2     ,        ,    ,  151959.69 -  171188.98, ASD    ,      ,
5199.50    , 7.7e-02, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5Do-5F       ,      4 - 3       , -1.3680,   3,  223784.01 -  243011.27, 030    ,      ,
5199.83    , 1.7e-01, O II  , E1,    2s2.2p2.(3P).4f.Do-2s2.2p2.(1D).4d      ,     D[3]o-2D       ,    5/2 - 3/2     ,        ,    ,  255689.94 -  274916.00, ASD    ,      ,
5200.41    , 2.4e-01, N IV  , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      1 - 2       , -0.2672,   3,  465371.00 -  484594.90, ASD    ,      , V
5201.027   , 2.4e-02, S II  , E1,       3s2.3p2.(1D).4s-3s2.3p2.(1D).4p      ,        2D-2Do      ,    3/2 - 3/2     ,  0.0887,  22,  121528.72 -  140750.34, ASD    ,      ,
5201.379   , 2.4e-02, S II  , E1,       3s2.3p2.(1D).4s-3s2.3p2.(1D).4p      ,        2D-2Do      ,    5/2 - 3/2     , -0.7130,  22,  121530.02 -  140750.34, ASD    ,      ,
5202.44    , 1.7e-01, Si II , E1,        3s.3p.(3Po).4p-3s.3p.(3Po).4d       ,        4P-4Po      ,    1/2 - 1/2     , -1.2041,   3,  134016.90 -  153233.30, ASD    ,      ,
5202.66    , 1.7e-01, Si II , E1,        3s.3p.(3Po).4p-3s.3p.(3Po).4d       ,        4D-4Fo      ,    3/2 - 3/2     , -0.1424,   3,  131861.93 -  151077.50, ASD    ,      ,
5202.68    , 1.7e-01, Si II , E1,        3s.3p.(3Po).4p-3s.3p.(3Po).4d       ,        4D-4Fo      ,    7/2 - 9/2     ,  0.8084,   3,  132162.29 -  151377.80, ASD    ,      ,
5204.224   , 2.4e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4D-2[1]o    ,    1/2 - 1/2     ,        ,    ,  153153.90 -  172363.71, ASD    ,      ,
5204.224   , 2.4e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4D-2[1]o    ,    1/2 - 3/2     ,        ,    ,  153153.90 -  172363.71, ASD    ,      ,
5204.28    , 2.4e-01, N IV  , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      2 - 3       ,  0.0036,   3,  465536.60 -  484746.20, ASD    ,      ,
5205.146   , 2.4e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        4F-2[5]o    ,    9/2 - 9/2     ,        ,    ,  152615.46 -  171821.87, ASD    ,      ,
